Orbital Period (days),Eccentricity,BH mass (Msun),Companion mass (Msun),Age (Myr)
600188.169682,0.806768,8.041330,0.750238,7256.643834
11148836.611397,0.760228,8.022362,0.205175,4820.223769
2145246.849095,0.672074,8.077396,0.461443,3795.312089
903323.812877,0.669864,15.060111,0.626528,10640.409682
770810.470546,0.208391,18.047697,0.366897,8338.294905
5025360.183792,0.902728,8.644883,0.175201,7041.535253
427268.693346,0.718181,7.764204,0.572618,5884.759187
2317687.785615,0.575862,11.770671,0.982124,8567.485907
2316207.117147,0.432166,14.598830,0.440353,5749.604826
999554.182589,0.745292,7.397337,0.568763,1494.003068
663445.401638,0.388171,17.601528,0.738286,9290.093626
2469768.409593,0.632496,15.697912,0.484905,8071.299749
888452.191289,0.695384,7.461978,0.141134,5853.737345
583978.942170,0.918675,10.728675,0.775205,9206.995522
1441344.408579,0.151111,10.999564,0.485590,10328.088358
198363.356147,0.346427,7.374443,0.938349,6102.930642
205974.239524,0.394420,8.339526,1.138201,3326.962460
153916.003741,0.112563,8.228808,1.092625,2321.153359
90926.536697,0.458887,16.230399,0.929286,8778.179065
108425.819378,0.223335,7.928323,2.034928,139.932240
2039393.186747,0.849245,8.092678,0.799812,5589.470678
2260262.758338,0.438893,7.605996,0.972684,2961.217498
420119.220448,0.069448,7.394229,0.227545,3543.178869
1321974.931041,0.200922,11.873532,0.571464,8619.103504
78011.404718,0.251824,14.706182,0.467763,10383.891635
1325687.191338,0.529893,7.358818,0.583929,7757.882063
178219.358548,0.834338,12.199580,0.728434,9305.875525
51201.943550,0.308927,8.421617,0.133765,8229.502372
57122.722828,0.489400,12.132218,0.745224,10110.896723
83620.422907,0.328415,7.384803,2.767538,6.322335
988415.084325,0.588107,7.778863,1.007528,7234.656275
6007400.202985,0.533981,7.675437,0.731127,4430.217721
2758461.844173,0.389310,7.347088,0.169224,1221.997291
0.161719,0.000000,9.481783,0.031158,8613.000163
312846.292067,0.376055,11.599969,0.302647,8854.926490
0.496886,0.044141,7.838687,0.209708,12245.375309
139879.513117,0.345605,7.338158,0.164378,1043.086747
294387.749803,0.590799,7.985180,0.698448,6494.526401
103148.131191,0.221466,7.770565,1.121792,1705.843986
31450306.664419,0.974007,7.447038,0.165170,6200.683028
1029934.921717,0.335033,8.442233,0.683120,8274.753456
18708.860391,0.515504,15.906388,0.492992,10284.088954
3780428.926024,0.861090,7.799320,1.108501,6628.525742
2105560.260585,0.055871,8.187798,0.636996,7239.761146
669032.339322,0.925001,17.250414,0.414745,10235.739672
3703824.375743,0.090731,8.095132,0.823513,2090.288115
27.250794,0.813617,8.425856,0.767762,8252.710073
77622.032928,0.651425,13.188761,0.912327,7418.868627
10909.068161,0.157108,11.989756,0.256833,8066.581024
66467.807282,0.649275,16.317626,1.982142,851.680202
68626.909626,0.763118,13.985108,0.931222,5830.470988
1268130.803893,0.772684,8.151597,0.630717,8266.022914
1440771.535675,0.865475,14.986851,0.628725,9980.138751
41982.467383,0.332295,19.908396,0.390847,12820.205586
256383.291451,0.602951,8.646110,0.156066,6807.550551
182475.251910,0.769518,17.799136,0.083632,10599.905800
83511.295136,0.031195,7.709702,0.896325,6149.141699
575129.391005,0.460468,7.462588,0.139455,7092.424434
478840.612234,0.430973,17.636119,1.165172,3743.620869
1109051.346800,0.425245,8.364179,1.174679,3736.965017
409605.876952,0.356889,8.383054,0.232332,7410.211723
1039899.830895,0.595197,7.831806,0.834468,6747.821718
258522.944078,0.731342,11.523461,0.455943,5209.406007
748933.566210,0.688503,7.456276,0.119626,3503.059099
202345.078602,0.370325,7.503820,0.639420,6899.878944
162375.110823,0.337691,15.932698,0.930238,8387.091182
5300347.511269,0.637582,7.856879,0.835571,8563.277479
5732334.516434,0.896939,7.478077,0.176215,7145.448428
233270.283619,0.498902,7.335700,1.208530,3975.807050
15969249.947748,0.528279,8.264717,0.859088,5490.667345
2761229.912878,0.691812,8.252860,0.983103,7317.707337
61538.995772,0.223749,7.603585,1.762825,952.143080
2992876.788527,0.841632,8.073639,0.949609,1673.695135
2413776.570401,0.814621,7.456309,1.047649,6294.380760
14787417.429846,0.770920,7.385324,0.136480,4242.146420
208493.811681,0.671893,7.452717,0.200394,6092.287937
1172176.418637,0.231590,36.661945,0.815414,10219.183444
1.923180,0.028779,15.852909,0.628292,9794.431075
2001403.995928,0.825115,7.775626,0.549927,1808.004750
3715373.932018,0.668377,7.776389,1.128417,6668.531750
18777.180350,0.227855,17.830489,0.588136,9809.867722
0.232893,0.000000,9.175780,0.022860,12145.772572
1180625.185326,0.809779,8.298711,0.652315,1195.213280
128441.309465,0.762710,7.229901,0.089638,7166.255827
0.202040,0.000000,8.468143,0.023705,8570.491900
78521.359546,0.128057,7.644341,0.809587,3572.617700
0.659999,0.058052,7.678126,0.393268,11196.356787
77864.868201,0.630330,14.289029,0.248937,8050.937890
1137010.564311,0.697679,7.415105,0.712657,4463.824666
110551.494478,0.188647,21.570066,0.750490,2530.337462
484814.240609,0.715486,8.065382,0.608842,6749.933984
443785.670461,0.487451,12.830590,0.919582,9891.975585
842330.755087,0.957969,15.274286,0.661980,9439.038091
1057508.910026,0.746899,7.770718,1.293760,3435.011222
6187903.263542,0.903434,8.374135,0.520158,491.383098
694101.506061,0.547510,8.264797,1.642820,1970.563438
6349539.055865,0.746558,7.746634,0.184601,6019.386682
10473.771682,0.207825,11.607213,1.051234,5792.945099
60112.206138,0.124100,7.954856,2.133376,236.290053
2731034.656946,0.856047,7.848904,0.319568,6066.928682
1416881.721021,0.864393,8.451350,1.289878,3971.848087
1516975.918662,0.315359,8.515358,0.125513,5377.840434
85965.471197,0.771224,14.501585,0.381180,10763.097896
1636242.892340,0.714432,32.903454,0.218873,9481.641091
484691.244298,0.463010,21.224384,0.564350,8540.226955
4730344.579572,0.754802,8.102268,0.149903,8584.203540
527597.580848,0.250054,7.624677,0.842802,3273.029002
374219.456892,0.275283,7.885436,0.424654,7470.309663
1137797.485643,0.840754,7.481072,1.124106,2288.252449
2512374.928731,0.720244,11.488661,0.197483,9261.107461
2372423.102182,0.565441,8.593423,0.217887,6920.741077
1522184.228225,0.239750,7.418991,0.663091,4031.618845
397700.080749,0.320218,7.385709,0.729120,4855.540419
1006781.317434,0.895284,17.843290,0.974119,7969.007797
8935676.223576,0.955183,7.802973,1.362141,3571.349778
16.382997,0.053764,7.649826,1.649837,703.139538
181287.963126,0.363641,7.665186,1.566669,2078.805073
1535954.777296,0.907323,14.251245,0.617009,10311.049595
2970962.340592,0.743922,7.352794,0.880127,4217.084015
1317678.690681,0.729212,8.107854,0.457041,5912.527891
73365.132364,0.192184,7.447190,1.069716,6526.479147
218887.695545,0.828943,11.000006,0.371888,9015.906647
1918457.233542,0.857535,8.681402,0.596149,6437.189627
598718.766969,0.707788,12.955178,0.446842,8236.326772
284469.443212,0.730214,8.167280,0.428943,8556.859284
1842282.481193,0.574801,17.542576,0.292680,10402.748856
1684166.337645,0.700069,11.707126,0.623643,8561.762109
7306101.711956,0.761975,7.676738,0.858243,4142.905148
212917.908365,0.679501,15.145387,0.687075,10285.834451
634633.541704,0.332924,7.726222,0.567362,1115.612182
10283667.078292,0.703962,7.598553,0.472319,7984.183712
14652712.724082,0.615388,8.265282,1.384656,647.429809
268966.424134,0.839177,17.775398,0.219876,11333.510975
509914.773744,0.178094,7.549889,0.150091,4616.240379
421983.618024,0.083602,14.012990,0.253361,9223.860105
1655986.545420,0.811079,8.110730,0.570045,5466.471949
3653796.320891,0.893065,7.946351,0.851509,6723.069354
235180.374489,0.762866,13.429104,0.225984,9588.833016
6428431.606927,0.885548,7.449023,0.194993,4873.309263
45701.600033,0.105452,7.456434,1.015569,4901.531222
951622.157088,0.841378,7.554263,4.496113,43.930383
412576.241449,0.554869,17.303959,0.116619,11099.208861
685612.104923,0.373857,15.371439,0.182224,8526.272262
62747.515361,0.295005,27.849748,0.769726,11723.898823
26521765.689210,0.347201,8.467912,0.282270,4514.071403
5261190.776060,0.754663,8.151725,0.530252,6265.648647
7936047.912570,0.732096,7.512878,0.135563,3181.128085
101916.370539,0.563083,14.549388,0.837553,9117.395797
70228.494421,0.689476,14.742942,0.269047,9714.395853
425541.035373,0.131423,18.136590,0.371542,10120.915599
80521.860421,0.072859,7.671137,0.349444,2011.722354
6105269.807476,0.843653,7.688390,0.801131,4922.903356
7155651.461262,0.663162,8.000631,1.059493,6846.611205
162200.740415,0.195769,12.170357,0.727056,9287.311796
50798.877169,0.476964,15.786179,0.594560,10409.446101
3184946.614203,0.746910,8.094239,1.623541,779.012404
2953895.426292,0.700847,23.340731,0.138930,8009.253756
588555.019253,0.425211,7.501140,0.891429,7394.841017
1369079.114255,0.764361,7.985940,0.244677,6908.275431
81757.340350,0.794826,17.693866,0.503453,10531.822028
8094184.633555,0.349291,7.458002,0.197265,5517.311317
325769.486865,0.770651,7.467363,1.030194,8216.338404
128713.609932,0.140151,8.367283,0.796996,4444.738683
1546997.936791,0.801113,7.401733,0.654168,6720.348109
353631.848968,0.423260,13.856104,0.309606,10304.825193
1544165.441981,0.637966,14.452784,0.903405,7267.460419
1046426.953944,0.822460,7.760330,1.628397,2295.609387
1368235.364315,0.924994,16.238355,0.506315,9864.484560
332963.696787,0.701607,7.981837,0.848792,7638.144344
1968062.184184,0.671491,8.907576,0.935102,8075.238284
440098.340633,0.650477,8.023947,0.534033,5389.654887
111525.062436,0.703949,9.746592,0.519673,9264.936594
1.517184,0.058349,7.834479,0.706553,115.096196
152454.496251,0.295086,7.776984,2.207411,194.311181
376805.237213,0.673761,8.120349,0.986986,252.759078
10104628.448617,0.392453,7.639741,0.108251,5079.836993
776606.080387,0.742270,18.086124,0.404419,9892.868859
1489711.923529,0.172144,7.526266,0.623960,6875.139245
110844.204799,0.699924,12.431936,0.625917,9773.604733
1211131.802606,0.793478,7.832379,0.333349,8179.363373
5444026.415152,0.229728,7.349307,0.416162,2098.122593
899802.257569,0.119426,7.800938,1.445373,2771.535301
2807990.768470,0.382001,8.213133,0.425112,7469.138696
228845.740780,0.335104,12.009935,0.308400,6232.039135
1731096.665196,0.939536,7.764051,0.099232,6592.877847
2664558.789221,0.821647,8.695018,1.074942,7898.998042
3461755.105001,0.182247,7.945492,0.546821,8244.180763
485449.455372,0.909559,19.054256,0.161611,11677.709049
405665.266229,0.738733,7.233883,2.327422,451.874748
3071333.708473,0.510023,7.742827,0.914310,4307.187188
129222.534821,0.803119,11.352710,0.274448,7849.655633
1824721.059866,0.383099,8.116629,1.971616,710.085252
4930635.089918,0.909341,7.359988,1.037519,6780.503947
7115232.404046,0.763014,7.720472,0.767445,6173.666095
212101.675622,0.270205,13.802251,0.416890,9568.804365
7951858.858767,0.366984,7.526227,1.291521,163.041355
282382.049541,0.562438,19.372792,0.412776,2831.017781
3878.983467,0.220260,20.677720,0.143232,12143.624978
0.255432,0.000000,16.041932,0.020710,12829.627381
4058334.160170,0.596948,8.114912,0.488382,7991.446160
11755995.238089,0.540454,7.919978,0.109860,4909.078624
200615.870235,0.799303,24.574831,0.811947,9861.280049
7692341.956934,0.703730,7.872499,1.453494,3129.026016
272957.010690,0.786002,7.836779,0.370119,7138.577750
2244807.312537,0.914113,7.385148,1.131511,5460.117454
146190.262573,0.297930,17.447110,0.736058,11332.597204
6559372.608419,0.436619,14.118984,0.996013,7528.287400
9141.019128,0.174226,20.800971,0.714585,8959.509640
98106.761620,0.767471,15.664498,0.582715,8376.894553
641680.855257,0.344112,12.431913,0.376742,9361.770304
1062760.412852,0.630667,16.583006,0.627850,10315.706773
2383354.609165,0.733219,7.767299,0.208638,8456.552302
1.059817,0.135271,7.844153,0.286902,10037.221916
613204.689422,0.851663,8.247801,0.730610,8511.364079
245595.786814,0.553868,7.909904,0.177837,6376.009823
2239664.584911,0.498710,34.792591,0.408423,8494.575498
513994.526627,0.234275,7.703543,0.269284,4620.781214
13924513.628467,0.909824,8.092721,2.721362,138.684956
321397.728696,0.450298,7.692242,1.230848,4149.634159
4333391.685278,0.558689,7.662950,1.546224,930.143957
1952907.517443,0.795406,12.144436,0.869944,6383.592729
65175.183616,0.681301,18.239212,0.601435,11639.415903
6215975.066509,0.939463,8.221159,0.695757,6470.959428
1317139.847899,0.869491,7.671074,0.726718,3135.879665
1070560.140921,0.505995,8.306486,0.520589,8667.941713
152304.732714,0.522318,8.373189,0.697425,6242.305508
48201.430014,0.632761,10.900705,1.697020,344.515008
8525492.422857,0.333583,8.004318,1.095627,7046.796862
2897717.917965,0.521376,7.751572,0.265720,5888.623530
104070.352872,0.606253,29.189206,0.212007,9861.601023
9020925.657834,0.924007,8.169981,0.419073,6687.310719
489325.043832,0.819382,7.598314,0.453091,2705.759071
668174.962940,0.261226,14.699519,0.900950,9972.111111
48100.648217,0.600635,14.972722,0.594754,6518.278465
1098110.182141,0.156992,13.765348,0.549315,10475.273428
4698261.848753,0.685224,7.783346,0.492520,6169.122102
747765.152109,0.457005,7.860548,0.610562,6575.383002
30606.425326,0.352090,9.268582,0.927481,6766.455772
2.072386,0.000000,7.711411,0.822277,8236.214004
1057346.380377,0.361517,10.263439,0.989776,8821.012540
18476435.271018,0.790842,8.003441,0.239438,3276.909311
2449211.799487,0.941195,15.318555,0.217471,10239.900997
204325.320401,0.056311,8.080149,0.959532,5019.707196
76940.524381,0.133747,16.480190,0.458346,10767.265874
100239.394379,0.797365,17.455901,0.868765,10563.469880
1274756.471469,0.395880,7.579506,0.294226,2701.027764
67363.323073,0.727682,9.930654,0.502063,8282.469411
1468014.232132,0.453900,13.630009,0.972930,9225.382983
1961554.961649,0.879873,13.232574,0.901357,8510.655940
60617.799038,0.349849,17.490509,0.186744,12806.647366
15146151.180605,0.641131,7.767267,0.760778,2219.019937
148533.771570,0.618355,8.332192,0.677209,7824.744546
176249.321842,0.562274,7.552112,1.035124,2046.341594
1768604.676742,0.581537,8.274768,0.759433,5229.460550
351281.687735,0.723455,8.220699,0.801209,7627.249345
2380161.899197,0.859427,7.777307,0.550158,4129.040069
2545359.243751,0.646834,7.639334,0.659916,6581.128923
0.254993,0.000000,20.389951,0.020563,12227.655270
1491161.941122,0.766550,8.147303,1.906321,221.751232
56420.877826,0.252271,7.707465,0.565095,8166.780446
97903.989628,0.301218,8.263263,0.875189,1294.904618
2.063975,0.000000,9.683835,0.856150,9480.613118
515020.795116,0.826555,7.906025,0.160183,7883.520798
8380205.719876,0.738490,7.993191,0.462524,3788.556683
1073448.443951,0.592701,7.644843,0.351909,5944.005266
1136269.223674,0.186577,8.501849,1.174081,6482.165949
450805.927800,0.237906,13.570268,0.422481,1298.710315
60660.405910,0.319791,8.543824,0.298821,6750.582067
1991756.466058,0.270642,7.454496,1.197977,4493.193357
495920.896850,0.645959,7.605322,1.856432,98.607967
2306378.659079,0.798693,11.439025,0.529787,8990.419726
5481592.726479,0.669692,8.165684,0.499497,7907.795880
25482.758332,0.611967,16.937887,0.475058,10819.808620
902398.194455,0.422804,17.473924,0.590344,10751.363992
621722.530010,0.891599,17.996691,0.123108,10669.924007
3803079.839518,0.758078,8.095370,0.934793,2708.496807
4157165.287924,0.688520,7.705759,0.618665,4819.675538
3767336.557820,0.586157,7.957954,1.215495,1270.202343
717238.404678,0.430863,9.484838,0.514195,7774.017012
2713186.250685,0.766591,7.510763,1.107699,5391.857613
165557.415755,0.857698,13.252722,0.458234,9462.184012
4063894.115384,0.628067,8.154727,0.115765,8173.508659
532336.112723,0.619953,7.461794,2.289578,584.735283
298549.833911,0.226921,11.221416,0.894409,7932.028818
3483540.773316,0.548692,14.444638,0.427075,11813.538058
11364882.042239,0.792821,7.890530,0.326731,4573.680455
8903796.273079,0.833081,7.629924,0.487432,6764.892555
2758727.246190,0.431141,8.230829,0.416710,6486.588250
7064986.985328,0.802595,7.474264,0.993250,4682.908418
1471843.880872,0.657626,27.594047,0.795358,10626.610409
130849.333432,0.299106,7.867062,0.371287,8704.754092
1062731.736629,0.571028,7.511381,0.736720,354.466552
8848299.324734,0.836147,8.294242,0.686756,6811.442110
1638313.851250,0.655421,13.216523,1.037197,6344.183102
1606156.116844,0.756802,7.677172,0.091120,1176.921584
79041.215085,0.136525,18.051501,0.204213,10608.934667
6006824.826632,0.632674,7.893257,0.220946,7622.410967
983912.235004,0.729733,7.398385,0.175259,2558.070874
4298952.992597,0.710084,7.928705,1.231074,4246.499008
1849726.047837,0.597164,8.645852,0.453616,7860.300198
685250.949291,0.724571,8.007794,0.300763,5884.131361
4460000.077887,0.925477,7.678094,0.753396,6603.998300
533580.878292,0.736947,7.777280,0.507751,6444.752115
12567683.086705,0.732563,8.147760,0.610734,5025.008516
346774.365073,0.432220,7.900486,0.121013,5358.806247
19164956.043019,0.220888,8.462262,0.791674,323.597077
2576687.461753,0.782415,7.885582,0.436040,455.747521
2225485.058123,0.486001,7.548400,0.787993,5503.578371
1106878.345863,0.484710,8.135697,0.118043,8341.582562
6528898.235001,0.596982,18.628138,0.699429,5907.246481
11607056.788942,0.806538,7.587452,1.321416,2236.580593
6625482.611087,0.733153,8.094240,1.269399,2447.257907
579877.948036,0.351142,12.082713,0.155858,7612.869507
290760.556149,0.493533,12.353819,0.478698,8576.928778
140310.083147,0.291862,7.768245,1.470228,2927.032065
2328447.321010,0.112329,7.878700,0.975827,1992.361725
4135372.854877,0.329363,7.946756,0.276283,6554.144563
3394881.598076,0.611079,8.304717,0.212284,6984.912427
502460.168212,0.520823,8.237473,0.202307,2098.460788
4789702.741825,0.920662,7.411833,0.369284,5397.147111
2333638.484233,0.924123,17.087566,0.442544,8886.591480
104335.378167,0.276678,14.374563,0.702088,10652.353725
2119535.200263,0.880275,15.007208,0.083501,7970.999584
482199.732158,0.463633,7.676128,1.004666,687.790792
4695697.087282,0.956463,7.448947,0.652623,5060.440186
354565.169144,0.728919,7.884120,0.510255,7427.485674
1050786.980343,0.626573,18.496090,0.776920,8845.312361
1518081.141369,0.892103,7.443409,1.076915,3779.004849
9081217.923383,0.771095,7.601801,0.081955,8516.198494
259047.868842,0.644903,7.510597,6.233257,59.690053
1505537.216350,0.489227,7.608659,0.398031,8657.790253
69152.896578,0.636788,17.380043,0.299515,11686.751385
2972279.046962,0.463239,7.843738,0.528464,5408.881366
22230246.709567,0.885840,8.374363,0.686990,6696.904425
388447.531537,0.470362,15.859880,0.716035,11197.962251
17216.255472,0.356469,17.266805,0.856746,10386.395256
2496945.596768,0.821534,7.684057,0.314906,4707.571327
1797919.454116,0.868210,7.351503,0.250020,3351.737235
1183645.325971,0.084449,7.443659,1.077496,5420.011809
451387.450237,0.706292,7.950831,0.844783,6360.740324
0.192253,0.000000,3.459753,0.252398,12175.546297
4497816.358103,0.740368,7.953181,1.009899,1865.674151
690047.139576,0.738997,7.374000,0.390404,7851.843495
150119.143252,0.434498,7.861433,0.208937,1281.802811
2429469.083513,0.668254,8.068783,0.650744,5851.174865
22955077.990514,0.833503,8.235962,0.471868,6381.271947
119701.597760,0.443765,7.514290,0.880553,1898.642108
0.076866,0.000000,3.041444,0.063048,10943.818229
515949.527595,0.671898,8.186609,0.545185,8012.632537
2419255.202518,0.756115,8.148136,1.074200,6900.769864
4542835.866493,0.941456,16.151816,0.352197,6093.328537
45240.148288,0.714372,12.883628,0.146319,6495.926187
12798299.921544,0.465815,7.767366,0.746125,4088.753184
198350.817165,0.591022,12.740070,0.331049,10277.585872
9436983.588218,0.609979,8.227845,0.377362,996.393438
1962000.068982,0.859123,8.143695,1.059520,5928.100070
82661.523034,0.157263,7.982763,2.493635,565.682875
130906.625129,0.843977,16.930875,0.537867,11613.800769
216301.585390,0.621986,8.252423,0.695248,7559.592357
1159170.692480,0.836443,17.995973,3.865380,112.821438
182690.820853,0.425921,7.763534,0.685101,744.714647
274.972927,0.309015,8.711423,4.465438,90.711917
6928466.081128,0.562800,7.459576,0.194945,4549.163046
382571.015062,0.634803,7.387006,0.474505,541.476148
10284073.497369,0.513794,7.964043,0.867909,1467.092975
7947882.917293,0.694064,7.443051,0.838995,4073.151068
67525.449867,0.252114,7.705787,0.625878,5077.831921
639584.746102,0.721703,18.358403,0.410929,7826.196389
109561.852990,0.594501,7.512948,0.814718,7849.696032
2451789.752773,0.490567,7.677485,2.434336,223.198381
3876060.472608,0.735834,8.175674,0.160678,4043.246840
1717566.652361,0.581342,7.939055,0.725755,1418.172277
2198861.863871,0.307701,7.593248,0.228734,4173.609348
9257923.565748,0.254623,7.361250,1.019072,5778.939513
1647764.614914,0.893164,12.393393,0.958144,7638.439743
9544782.955894,0.726492,8.238612,2.409944,503.585745
9954152.665761,0.254625,7.791787,0.838501,3371.676272
9373472.403589,0.775864,8.146040,0.475250,447.192435
224415.538589,0.575670,7.466159,0.464592,7068.816140
143883.567484,0.349082,7.775988,2.017422,524.057397
86449.957647,0.157086,8.026023,0.920290,5175.023671
147992.625704,0.596210,9.140417,0.232251,6052.261060
745046.792383,0.421207,7.445284,1.290923,256.864540
31397.797062,0.802781,17.382809,0.136208,8378.039258
